업종,상호명,영업소도로명소재지,전화번호
인터넷컴퓨터게임시설제공업,제너스PC일산탄현점,"경기도 고양시 일산서구 일현로 47, 예일 큰프라자 3층 301호 (탄현동)",922-2888
인터넷컴퓨터게임시설제공업,인디고PC,"경기도 고양시 일산동구 숲속마을2로 120, 2층 (풍동)",
인터넷컴퓨터게임시설제공업,중부PC,"경기도 고양시 덕양구 동헌로 297, 아동 1층 (대자동)",
인터넷컴퓨터게임시설제공업,라스베가스PC,"경기도 고양시 일산동구 탄중로 421, 웅산프라자 104호 (중산동)",
인터넷컴퓨터게임시설제공업,욜로PC중산점,"경기도 고양시 일산동구 중산로 244, 고은프라자 202~204호 (중산동)",
인터넷컴퓨터게임시설제공업,캠프브이알,"경기도 고양시 덕양구 신원로 40-12, 301~303호 (신원동)",
인터넷컴퓨터게임시설제공업,3POP PC방,"경기도 고양시 덕양구 도래울로 110, 212~215호 (도내동)",
인터넷컴퓨터게임시설제공업,알라딘,"경기도 고양시 덕양구 원당로59번길 4-1, 1층 (주교동)",
인터넷컴퓨터게임시설제공업,골드PC,"경기도 고양시 덕양구 토당로 130, 허스프라자 201호 (토당동)",
인터넷컴퓨터게임시설제공업,PC놀이터,"경기도 고양시 덕양구 호국로777번길 17, 104호 (주교동, 삼혜그린뷰)",
인터넷컴퓨터게임시설제공업,신기전PC,"경기도 고양시 일산동구 일산로 16, 디아뜨크리스탈 108호 (백석동)",
인터넷컴퓨터게임시설제공업,NIC PC,"경기도 고양시 일산서구 대산로 221, 노벨프라자 2층 일부호 (대화동)",922-6846
인터넷컴퓨터게임시설제공업,팡팡PC,"경기도 고양시 일산동구 무궁화로 32-12, 라페스타E 104호 (장항동)",
인터넷컴퓨터게임시설제공업,로얄PC,"경기도 고양시 덕양구 고양시청로 6, 106호 (주교동)",
인터넷컴퓨터게임시설제공업,더브이PC,"경기도 고양시 일산서구 일현로 127, 다동 2층 일부호 (탄현동)",
인터넷컴퓨터게임시설제공업,아이센스리그 행신본점,"경기도 고양시 덕양구 충장로 22, 탑프라자 301호, 302호, 306호 (행신동)",
인터넷컴퓨터게임시설제공업,event PC,"경기도 고양시 덕양구 권율대로 900, 205호 (신원동)",
인터넷컴퓨터게임시설제공업,VVIP PC,"경기도 고양시 일산동구 무궁화로 32-34, 라페스타C 108호 (장항동)",
인터넷컴퓨터게임시설제공업,YOLO PC CAFE,"경기도 고양시 일산서구 하이파크3로 84, 신성프라자 3층 302호 (덕이동)",070-7620-2767
인터넷컴퓨터게임시설제공업,승부사PC,"경기도 고양시 덕양구 고양대로 1359-10, 1층 (성사동)",
인터넷컴퓨터게임시설제공업,쓰리랑 PC,"경기도 고양시 일산동구 고봉로278번길 11, 대림프라자 110호 (중산동)",
인터넷컴퓨터게임시설제공업,블랙홀PC,"경기도 고양시 덕양구 토당로162번길 36, 인수빌딩 104호 (토당동)",
인터넷컴퓨터게임시설제공업,비원PC방,"경기도 고양시 덕양구 통일로768번길 18, 준성타운 2층 (관산동)",
인터넷컴퓨터게임시설제공업,PC존,"경기도 고양시 일산서구 일현로41번길 16, 탄현 헤센스마트 1층 109호 (탄현동)",
인터넷컴퓨터게임시설제공업,아이센스리그PC방 행신서정마을점,"경기도 고양시 덕양구 행신로 268, 애담메디칼타워 5층 (행신동)",
인터넷컴퓨터게임시설제공업,PC토랑 일산본점,"경기도 고양시 일산동구 일산로 451, 3층 (정발산동)",
인터넷컴퓨터게임시설제공업,땡큐PC,"경기도 고양시 덕양구 토당로 148, 105호 (토당동)",
인터넷컴퓨터게임시설제공업,행운PC,"경기도 고양시 일산동구 강송로87번길 8-14, 1층 (백석동)",
인터넷컴퓨터게임시설제공업,VIP플러스 PC,"경기도 고양시 일산동구 무궁화로 20-18, 하임빌로데오빌딩 111호 (장항동)",
인터넷컴퓨터게임시설제공업,골프1234PC방,"경기도 고양시 덕양구 고양대로1395번길 21, 2층 (성사동)",
인터넷컴퓨터게임시설제공업,리얼 PC CAFE 일산동점,"경기도 고양시 일산서구 일산로 555, 지하1층 일부호 (일산동)",
인터넷컴퓨터게임시설제공업,레드PC 일산주엽점,"경기도 고양시 일산서구 중앙로 1470, 문촌마을 복합상가 2층 디201호 (주엽동)",
인터넷컴퓨터게임시설제공업,텐PC방(식사점),"경기도 고양시 일산동구 위시티로 81, 제2동 303, 305호 (식사동)",
인터넷컴퓨터게임시설제공업,대박PC,"경기도 고양시 일산동구 호수로 646-24, 위너스21 II 1층 110호 (장항동)",
인터넷컴퓨터게임시설제공업,황금PC,"경기도 고양시 덕양구 권율대로 672, 1층 126호 (원흥동)",
인터넷컴퓨터게임시설제공업,부엉이PC,"경기도 고양시 덕양구 삼송로 303, 지층 102호 (지축동)",
인터넷컴퓨터게임시설제공업,탄현PC,"경기도 고양시 일산서구 일현로 35, 인화빌딩 301호 (탄현동)",
인터넷컴퓨터게임시설제공업,NIC PC cafe,"경기도 고양시 일산서구 일산로 558, 서울프라자 지하1층호 (일산동)",
인터넷컴퓨터게임시설제공업,케이스타 백석점,"경기도 고양시 일산동구 일산로 141, 2층 (백석동)",
인터넷컴퓨터게임시설제공업,킹PC,"경기도 고양시 일산서구 덕이로 165, 1층 일부호 (덕이동)",
인터넷컴퓨터게임시설제공업,더엑스pc 라페스타점,"경기도 고양시 일산동구 무궁화로 34, 남정씨티프라자 4층 406호 (장항동)",
인터넷컴퓨터게임시설제공업,인디고PC방 마두점,"경기도 고양시 일산동구 일산로 280, M타워 301, 302호 (마두동)",
인터넷컴퓨터게임시설제공업,놀이터PC,"경기도 고양시 덕양구 토당로 66-15, 나동 1층 (토당동)",
인터넷컴퓨터게임시설제공업,광장PC,"경기도 고양시 일산동구 중앙로 1048, 일산르메이에르프라자 150호 (백석동)",
인터넷컴퓨터게임시설제공업,아이센스리그PC방 일산중산점,"경기도 고양시 일산동구 중산로 248, 광진프라자 2층 201, 202, 203, 204호 (중산동)",
인터넷컴퓨터게임시설제공업,프리존PC,"경기도 고양시 일산동구 일산로 207, 신현대쇼핑타운 지하 1층 (마두동)",
인터넷컴퓨터게임시설제공업,긱스타,"경기도 고양시 일산동구 정발산로 27, 진원프라자 2층 (장항동)",
인터넷컴퓨터게임시설제공업,라페PC방,"경기도 고양시 일산동구 중앙로1275번길 60-30, 라페스타B 106호 (장항동)",
인터넷컴퓨터게임시설제공업,대성PC 성인PC방,"경기도 고양시 덕양구 신원로 10, 현대프라자 101호 (신원동)",
인터넷컴퓨터게임시설제공업,설탕PC,"경기도 고양시 덕양구 능곡로13번길 22, 103호 (토당동)",
인터넷컴퓨터게임시설제공업,킹PC,"경기도 고양시 덕양구 고양대로1369번길 12-4, 효림빌딩 1층 106호 (성사동)",
인터넷컴퓨터게임시설제공업,라라PC,"경기도 고양시 일산동구 무궁화로 20-38, 로데오탑 3층 306-1호 (장항동)",
인터넷컴퓨터게임시설제공업,황제PC,"경기도 고양시 일산동구 무궁화로 20-38, 로데오탑 2층 202호 (장항동)",
인터넷컴퓨터게임시설제공업,아프리카TV PC방 오픈스튜디오 화정점,"경기도 고양시 덕양구 화중로 54, 서일빌딩 5층 (화정동)",
인터넷컴퓨터게임시설제공업,PC존,"경기도 고양시 일산서구 일현로41번길 16, 탄현 헤센스마트 110호 (탄현동)",
인터넷컴퓨터게임시설제공업,탑플레이스PC방 원당점,"경기도 고양시 덕양구 고양대로1384번길 7-8, 유미빌딩 3층 (성사동)",
인터넷컴퓨터게임시설제공업,대방PC,"경기도 고양시 일산동구 중앙로 1123, 상가동 1층 147호 (백석동, 흰돌마을2단지아파트)",
인터넷컴퓨터게임시설제공업,규PC,"경기도 고양시 덕양구 혜음로 93, 1층 (고양동)",
인터넷컴퓨터게임시설제공업,대박PC,"경기도 고양시 덕양구 통일로 1267, 106호 (내유동)",
인터넷컴퓨터게임시설제공업,NIC PC방 라페스타2호점,"경기도 고양시 일산동구 무궁화로 31-1, 텐폴드프라자 5층 (장항동)",
인터넷컴퓨터게임시설제공업,더엑스PC 능곡점,"경기도 고양시 덕양구 토당로162번길 36, 인수빌딩 301호 (토당동)",
인터넷컴퓨터게임시설제공업,참PC,"경기도 고양시 덕양구 지도로13번길 20-14, 1층 5호 (토당동)",
인터넷컴퓨터게임시설제공업,풍선PC,"경기도 고양시 일산동구 장백로 8, 넥스빌 103호 (백석동)",
일반게임제공업,로데오 게임랜드,"경기도 고양시 일산동구 무궁화로 20-38, 206호 (장항동, 로데오탑)",
일반게임제공업,도날드성인게임장,"경기도 고양시 일산동구 일산로 46, 201호 (백석동, 남정씨티프라자3)",
일반게임제공업,원당성인오락실,"경기도 고양시 덕양구 호국로 808, 202호 (성사동, 코리아타운빌딩)",
일반게임제공업,카르마성인게임장,경기도 고양시 덕양구 은빛로 55 (화정동),
일반게임제공업,종합게임랜드,"경기도 고양시 덕양구 지도로 36, 지1층 (토당동, 연일빌딩)",
일반게임제공업,고양성인게임랜드,"경기도 고양시 덕양구 혜음로 49, 2층호 (고양동)",070-4225-8548
일반게임제공업,현대게임장,"경기도 고양시 일산서구 원일로 109, 1층 (일산동)",
일반게임제공업,삼성게임랜드,"경기도 고양시 덕양구 호국로789번길 6, 지하층 (주교동)",
일반게임제공업,스타게임랜드,"경기도 고양시 일산서구 원일로 110, 1층 (일산동)",
일반게임제공업,삼성게임랜드,"경기도 고양시 일산서구 원일로 87, 2층 (일산동)",
일반게임제공업,로얄성인게임랜드,"경기도 고양시 덕양구 통일로768번길 11, 2층 (관산동)",
일반게임제공업,인앤인,"경기도 고양시 일산동구 중앙로 1036, 501호 (백석동, 베스트 고양터미널)",
일반게임제공업,인앤인Ⅱ,"경기도 고양시 일산동구 중앙로 1036, 502호 (백석동, 베스트 고양터미널)",
일반게임제공업,아마존게임랜드,"경기도 고양시 덕양구 호국로789번길 19, 3층 (주교동, 정하빌딩)",
일반게임제공업,마두게임랜드,"경기도 고양시 일산동구 중앙로 1160, 301~303호 (마두동, 화랑복합빌딩)",
일반게임제공업,대왕봉성인게임장,"경기도 고양시 덕양구 신원로 40-36, 202호 (신원동)",
일반게임제공업,팡팡성인게임장,"경기도 고양시 덕양구 호국로779번길 15, 지하층 (주교동)",
일반게임제공업,신원게임랜드,"경기도 고양시 덕양구 권율대로 900, 201호 (신원동)",
일반게임제공업,화정게임랜드,"경기도 고양시 덕양구 화신로272번길 34, 미주프라자빌딩 202호 (화정동)",
일반게임제공업,로얄게임장,"경기도 고양시 일산서구 일중로 59, 일산마샬빌딩 1층 106호 (일산동)",
일반게임제공업,대성게임랜드,"경기도 고양시 일산서구 원일로 88, 지하1층 (일산동)",
일반게임제공업,로또성인게임랜드,"경기도 고양시 덕양구 고양대로 1367, 어울림 오피스텔 201호 (성사동)",
일반게임제공업,에이스게임랜드,"경기도 고양시 덕양구 마상로140번길 79, 4층 (주교동)",
청소년게임제공업,와우,"경기도 고양시 덕양구 충장로 22, 105호 (행신동,탑프라자)",031-978-0159
청소년게임제공업,스타게임파크,"경기도 고양시 일산서구 덕이로 20, 가동 B105호 (덕이동, 양우씨네플렉스)",
청소년게임제공업,크리오네 게임센터,"경기도 고양시 일산동구 무궁화로 32-34, 라페스타C 211~213호 (장항동)",
청소년게임제공업,아카데미게임장,"경기도 고양시 일산서구 일산로 558, 지층 104~106호 (일산동, 서울프라자)",
청소년게임제공업,게임토피아,"경기도 고양시 일산동구 정발산로 24, B동 310호 (장항동, 웨스턴돔)",031-901-9703
청소년게임제공업,죠코플스방,"경기도 고양시 덕양구 화신로260번길 37  (화정동,진솔프라자 6층 601호 일부)",
청소년게임제공업,화정 프리머스,"경기도 고양시 덕양구 화중로104번길 28, 308-1,312,314,304호 (화정동)",
청소년게임제공업,게임랜드,"경기도 고양시 덕양구 화신로272번길 38 (화정동,성보월드 지하1층 일부)",
청소년게임제공업,드림게임랜드,"경기도 고양시 일산서구 산현로 11, 201호 (탄현동, 부건프라자)",
청소년게임제공업,Game Boom,"경기도 고양시 일산서구 호수로 817 (대화동, 레이킨스몰 170~173호)",031-257-5126
청소년게임제공업,모나코게임랜드,"경기도 고양시 일산동구 탄중로 314, B1층일부호 (중산동)",
청소년게임제공업,핑크클럽,"경기도 고양시 일산동구 중앙로1275번길 38-31, 214,215호 (장항동, 라페스타A동)",
청소년게임제공업,아이존게임플렉스,"경기도 고양시 일산서구 호수로 817, 238,239호 (대화동, 레이킨스몰)",
청소년게임제공업,짱구게임파크,"경기도 고양시 일산동구 고봉로 32-12, 101,102호 (장항동, 로데오플러스)",
청소년게임제공업,영스타,"경기도 고양시 일산서구 가좌로 16 (가좌동, 스카이프라자)",
청소년게임제공업,퍼니랜드,"경기도 고양시 덕양구 화신로272번길 30, 2층 202호 (화정동, JK프라자)",
청소년게임제공업,레인보우 게임존,"경기도 고양시 일산동구 무궁화로 31-1, 105호 (장항동, 텐폴드프라자)",
청소년게임제공업,인형뽑기샵,"경기도 고양시 일산서구 일현로 36, 1층 (탄현동, 육각수오피스텔)",031-914-3939
청소년게임제공업,뽑기뽑기,"경기도 고양시 일산동구 무궁화로 32-12, 119호 (장항동, 라페스타E)",
청소년게임제공업,뽑아뽑아,"경기도 고양시 일산동구 무궁화로 32-12, 115호 (장항동, 라페스타E)",
청소년게임제공업,뽑기투어,"경기도 고양시 덕양구 충경로 38, 105호 (행신동, 진일프라자)",
청소년게임제공업,뽑기짱,"경기도 고양시 덕양구 용현로5번길 50 (행신동, 행신동리치빌1차)",
청소년게임제공업,짱뽑기,"경기도 고양시 덕양구 화신로272번길 58, 105호 (화정동, 영프라자빌딩)",
청소년게임제공업,앗싸인형뽑기방,"경기도 고양시 일산동구 일산로441번길 6-7, 1층 (정발산동)",
청소년게임제공업,뽑고 또 뽑고,"경기도 고양시 덕양구 서정마을1로 12, 101호 (행신동, 두원빌딩)",
청소년게임제공업,캡슐퐁,"경기도 고양시 일산동구 정발산로 24, K-120-1호 (장항동, 웨스턴돔2)",
청소년게임제공업,뽑기팡,"경기도 고양시 덕양구 신원로 40-38, 102호 (신원동, 서원프라자)",
청소년게임제공업,SSC뽑기방,"경기도 고양시 일산동구 숲속마을1로 64, 103호 (풍동)",
청소년게임제공업,뽑기왕,"경기도 고양시 일산서구 한류월드로 300, 1층 1154호 (대화동, 원마운트)",
청소년게임제공업,달사냥인형뽑기장,경기도 고양시 덕양구 통일로768번길 17 (관산동),
청소년게임제공업,NOL ZOO,경기도 고양시 덕양구 신원로 40-36 (신원동),
청소년게임제공업,X TOY 뽑기방,"경기도 고양시 덕양구 마상로140번길 62, 1층 (주교동)",
청소년게임제공업,뽑기몬GO,"경기도 고양시 덕양구 권율대로 885, 106호 (신원동, 태웅PLAZA)",
청소년게임제공업,스타게임장,"경기도 고양시 일산동구 위시티2로11번길 31, 211호 (식사동, 스타타워)",
청소년게임제공업,뽑기신,"경기도 고양시 일산서구 한류월드로 300, 1층 1252호 (대화동, 원마운트)",
청소년게임제공업,뽑기뽑기,"경기도 고양시 일산서구 한류월드로 300, 1층 1225,1226호 (대화동, 원마운트)",
청소년게임제공업,뽀끼 가즈아,"경기도 고양시 일산동구 무궁화로 31-1, 103호 (장항동, 텐폴드프라자)",
청소년게임제공업,원마운트GAME,"경기도 고양시 일산서구 한류월드로 300, 원마운트 K07~10호 (대화동)",
청소년게임제공업,VIM,"경기도 고양시 일산서구 한류월드로 300, 1층 K-5호 (대화동, 원마운트)",
청소년게임제공업,뽑기팡팡,"경기도 고양시 일산동구 위시티2로11번길 31, 107호 (식사동, 스타타워)",
청소년게임제공업,인형뽑기 좋은날,"경기도 고양시 덕양구 충장로 134, 101호 (행신동, 아이프라자)",
청소년게임제공업,인형뽑기좋은날,"경기도 고양시 덕양구 호국로790번길 42-4, 1층 (성사동)",
청소년게임제공업,스트라이크팡 라페점,"경기도 고양시 일산동구 중앙로1275번길 60-30, 120호 (장항동, 라페스타B)",070-5096-5620
청소년게임제공업,인형뽑기#,"경기도 고양시 덕양구 도래울로 103, 107호 (도내동, 대영프라자)",
청소년게임제공업,월드사격장,"경기도 고양시 일산서구 한류월드로 300, 1층 1227호 (대화동, 원마운트)",
청소년게임제공업,뽑아방,"경기도 고양시 일산동구 위시티로 59, 107호 (식사동, 썬프라자)",031-907-0116
청소년게임제공업,티에프엘(TFL),"경기도 고양시 일산동구 중앙로1261번길 57, 307호 (장항동, 대명레이크프라자 1)",
청소년게임제공업,잼팡 웨돔점,"경기도 고양시 일산동구 정발산로 31-9, 105호 (장항동, 레이크프라자)",070-5096-5620
청소년게임제공업,뽑기놀이터,"경기도 고양시 덕양구 행신로 268, 101호 (행신동, 애담메디칼타워)",
청소년게임제공업,스트라이크팡(STRIKE pang) 웨돔점,"경기도 고양시 일산동구 정발산로 31-17, 302호 (장항동)",070-5096-5620
청소년게임제공업,토이존,"경기도 고양시 덕양구 삼원로 2, 106호 (삼송동)",
청소년게임제공업,뽑기놀이터,"경기도 고양시 덕양구 무원로6번길 21, 106호 (행신동, 행신동공업사)",
청소년게임제공업,뽑기놀이터,"경기도 고양시 덕양구 원당로125번길 12, 1층 (주교동, 원릉빌딩)",
청소년게임제공업,인형뽑스,"경기도 고양시 일산서구 일현로 30, 101호 (탄현동, 대한베스트빌)",
청소년게임제공업,뽑기의 신,"경기도 고양시 덕양구 고골길 1, 103호 (관산동)",
청소년게임제공업,뽑기의 민족,"경기도 고양시 일산동구 정발산로 33, 103호 (장항동, 낙원프라자)",
청소년게임제공업,뽑아방,"경기도 고양시 덕양구 삼송로 12, 104호 (원흥동)",
청소년게임제공업,PLAY G.ZONE,"경기도 고양시 일산서구 가좌로 30, 진풍빌딩 102호 (가좌동)",
청소년게임제공업,플레이 포포베(PLAY POPOBE),"경기도 고양시 일산동구 정발산로 24, K-116-1호 (장항동, 웨스턴돔2)",
청소년게임제공업,스트라이크팡(STRIKE pang) 라페2호점,"경기도 고양시 일산동구 고봉로 32-20, 104,105호 (장항동, M3빌딩)",
청소년게임제공업,몬스터 게임존,"경기도 고양시 일산동구 위시티로 67, 103호 (식사동)",
청소년게임제공업,FUNNY LAND,"경기도 고양시 덕양구 신원로 40-10, 103호 (신원동)",
청소년게임제공업,ONEMOUNT ORAKSIL,"경기도 고양시 일산서구 한류월드로 300, 1층 1161,1162호 (대화동, 원마운트)",
청소년게임제공업,오락카페 홈플러스킨텍스점,"경기도 고양시 일산서구 호수로 817, 지하1층 (대화동, 레이킨스몰)",
청소년게임제공업,뽑기놀이터,"경기도 고양시 일산서구 한류월드로 300, 원마운트 1층 1126호 (대화동)",
청소년게임제공업,잘뽑히는집,"경기도 고양시 일산동구 중앙로 1123, 142호 (백석동, 흰돌마을2단지아파트)",
청소년게임제공업,무야무야,"경기도 고양시 덕양구 토당로26번길 3, 101호 (토당동, 소담Ⅱ)",
청소년게임제공업,빠리A뽑기방,"경기도 고양시 덕양구 권율대로 903, 건우아트프라자 106호 (신원동)",
청소년게임제공업,짱뽑기,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔1 1층 K-105-1호 (장항동)",
청소년게임제공업,플레이존,"경기도 고양시 덕양구 토당로32번길 40, 1층 (토당동)",
청소년게임제공업,뽑앗쓰,"경기도 고양시 덕양구 마상로 165, 1층 5호 (성사동)",
청소년게임제공업,골드랜드,경기도 고양시 덕양구 마상로140번길 54 (주)태창할인매장 지하1층 (주교동),
청소년게임제공업,블루게임랜드,"경기도 고양시 덕양구 토당로162번길 36, 인수빌딩 302호 (토당동)",
청소년게임제공업,ONEMOUNT ORAKSIL 2,"경기도 고양시 일산서구 한류월드로 300, 원마운트 1층 1142호 (대화동)",
청소년게임제공업,ONEMOUNT ORAKSIL 3,"경기도 고양시 일산서구 한류월드로 300, 원마운트 1층 K-11호 (대화동)",
청소년게임제공업,리얼토이 뽑,"경기도 고양시 덕양구 혜음로 56, 남천빌딩 1층 (고양동)",
청소년게임제공업,스마일뽑기방,"경기도 고양시 덕양구 마상로114번길 42, 용암빌딩 1층 (주교동)",
청소년게임제공업,MICAM,"경기도 고양시 일산동구 중앙로1275번길 60-30, 라페스타B 119호 (장항동)",
청소년게임제공업,써니호,"경기도 고양시 덕양구 신원로2길 59, 1층 (신원동)",
청소년게임제공업,보보게임장,"경기도 고양시 일산서구 일중로 59, 일산마샬빌딩 1층 106호 (일산동)",
청소년게임제공업,루비나뽑기,"경기도 고양시 덕양구 화중로138번길 5-1, 1층 (화정동)",
청소년게임제공업,지파크(GAME PARK) 라페스타점,"경기도 고양시 일산동구 무궁화로 32-34, 라페스타C 303호 (장항동)",
청소년게임제공업,킹오락실,"경기도 고양시 일산동구 무궁화로 32-34, 라페스타C 127호 (장항동)",
청소년게임제공업,탄현게임랜드,"경기도 고양시 일산서구 일현로 35, 인화빌딩 301호 (탄현동)",
청소년게임제공업,뽀끼뽑기,"경기도 고양시 덕양구 능곡로 3, 1층 (토당동)",
청소년게임제공업,장항게임,"경기도 고양시 일산동구 장항로 337, 2층 (장항동)",
청소년게임제공업,신짱뽑기,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2 B동 130호 (장항동)",
청소년게임제공업,뽑고가리,"경기도 고양시 일산서구 일중로 73, 106호 (일산동)",
청소년게임제공업,JACKSON9s PARK,"경기도 고양시 일산서구 일현로 97-11, 지하1층 106호 (탄현동, 일산 위브더제니스)",031-921-2001
청소년게임제공업,짱게임랜드,"경기도 고양시 덕양구 통일로 760, 112~113호, 159~160호 (관산동, 더퍼스트프라임)",
청소년게임제공업,일산게임랜드,"경기도 고양시 일산서구 고봉로297번길 30, 2층 (일산동)",
청소년게임제공업,원당팡팡뽑기방,"경기도 고양시 덕양구 호국로789번길 15, 1층 (주교동)",
청소년게임제공업,써니호,"경기도 고양시 덕양구 능곡로 11, 한강능곡역성원상떼빌2단지 B101호 (토당동)",
청소년게임제공업,몬스터게임존,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2 B동 1층 172호 (장항동)",
청소년게임제공업,오션앤 게임랜드,"경기도 고양시 일산서구 일중로 55, 2층 (일산동)",
청소년게임제공업,뽑기 좋은날,"경기도 고양시 덕양구 행당로 2, 가남프라자 106호 (토당동)",
청소년게임제공업,지니어스 게임장,"경기도 고양시 덕양구 중앙로558번길 7-4, 행신동비전프라자 303~304호 (행신동)",
청소년게임제공업,선물뽑기,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2 B동 1층 114호 (장항동)",
청소년게임제공업,아카데미 게임랜드,"경기도 고양시 일산동구 중산로 247, 중산프라자 201, 202호 (중산동)",
청소년게임제공업,판타지게임랜드,"경기도 고양시 일산서구 원일로 116, 가동 2층 (일산동)",
청소년게임제공업,놀러와 뽑기방,"경기도 고양시 일산서구 덕이로 20, 양우씨네플렉스 가동 D-118호 (덕이동)",
청소년게임제공업,뽑기매니아,"경기도 고양시 일산동구 무궁화로 32-12, 라페스타E E동 127-1호 (장항동)",
청소년게임제공업,핫플레이스,"경기도 고양시 일산동구 무궁화로 20-11, 라페스타 F F동 121호 (장항동)",
청소년게임제공업,신원당게임랜드,"경기도 고양시 덕양구 고양대로1369번길 7, 대도빌딩 2층 (성사동)",
청소년게임제공업,스마일게임장,"경기도 고양시 덕양구 지도로35번길 36, 2층 (토당동)",
청소년게임제공업,황금게임랜드,"경기도 고양시 덕양구 혜음로 62, 두레빌딩 2층 (고양동)",
청소년게임제공업,뽑기의 민족,"경기도 고양시 일산동구 일산로 46, 남정씨티프라자 1층 114호 (백석동)",
청소년게임제공업,뽑스,"경기도 고양시 덕양구 고양대로1369번길 12-4, 효림빌딩 104호 (성사동)",
청소년게임제공업,해피게임장,"경기도 고양시 덕양구 원당로33번길 14, 201호 (주교동)",
청소년게임제공업,(주)천우개발 히어로 스포츠파크 고양지점,"경기도 고양시 덕양구 중앙로558번길 21, 롯데마트 고양점 별관 1층 (행신동)",
청소년게임제공업,호박게임랜드,"경기도 고양시 일산서구 일현로 31, 5층 (탄현동)",
청소년게임제공업,베스트게임랜드,"경기도 고양시 일산동구 정발산로 43-7, 메리트 윈 203호 (장항동)",
청소년게임제공업,원당게임장,"경기도 고양시 덕양구 호국로790번길 26, 3층 (성사동)",
복합유통게임제공업,트리플 엑스,"경기도 고양시 일산동구 중앙로1275번길 60-21, 503호 (장항동,크리스탈빌딩)",031-908-3739
복합유통게임제공업,pc bin,"경기도 고양시 일산서구 대산로 123, 지하층 (주엽동, 현대프라자)",
복합유통게임제공업,스마일 멀티방,"경기도 고양시 일산동구 정발산로 27,  405호 (장항동,403호 404호)",031-921-3000
복합유통게임제공업,락앤롤게임,"경기도 고양시 일산동구 정발산로 38, 153호 (장항동, 이스턴시티)",902-1998
복합유통게임제공업,올리브 PC방,경기도 고양시 덕양구 원당로125번길 12  (주교동),
복합유통게임제공업,ACDC2 PC방,"경기도 고양시 일산서구 일현로 28, 301호 (탄현동, 태창빌딩)",
복합유통게임제공업,아이존 팝,"경기도 고양시 일산동구 정발산로 27, 201호,202호 (장항동, 진원프라자)",
복합유통게임제공업,TJ GAME PARK,"경기도 고양시 일산서구 일현로 47, 203,204호 (탄현동, 예일 큰프라자)",
복합유통게임제공업,쿠거플레이존PC,"경기도 고양시 덕양구 신원로 40-34, 201,202,203호 (신원동)",
복합유통게임제공업,VR궁 가상현실체험관,"경기도 고양시 일산동구 중앙로1275번길 38-9, 3층 (장항동)",031-902-2105
복합유통게임제공업,맥스피드PC방 원흥역점,"경기도 고양시 덕양구 원흥3로 16, 302~304호 (원흥동)",031-811-8180
복합유통게임제공업,고고게임센터,"경기도 고양시 일산서구 일현로 97-11, 지하1층 B113호 (탄현동, 일산 위브더제니스)",
복합유통게임제공업,VR SQUARE 일산웨스턴돔점,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔1 A동 301, 302호 (장항동)",031-994-3042
복합유통게임제공업,Luna PC(루나PC),"경기도 고양시 덕양구 어울림로 14, 달빛마을1단지 지층 1,2,5,6호 (화정동)",
복합유통게임제공업,철구PC 일산탄현점,"경기도 고양시 일산서구 일현로 38, 세진프라자 3층 301,302,303,304호 (탄현동)",
복합유통게임제공업,철구PC방 일산웨스턴돔점,"경기도 고양시 일산동구 정발산로 31-17, 킹스톤 401호 (장항동)",
