구분,단지명,지번,도로명주소,사업승인일,사용검사일,건물유형,층수,동수,세대수,관리소전화,fax,연면적(㎡),승강기
비의무,풍원아파트,일산동 2084-0,"경기도 고양시 일산서구 일청로91번길 66  (일산동, 풍원아파트)  ",1994-05-19,1996-05-25,아파트,15,1,102,,,87036.11,3
의무적,하이파크시티 일산아이파크1단지(신동아),덕이동 1524,"경기도 고양시 일산서구 하이파크로 113  (덕이동, 하이파크시티일산아이파크1단지)  ",2007-10-23,"2011-01-14,2011-04-15",아파트,28,8,693,031-925-0167,031-925-0169,153295.9684,17
의무적,하이파크시티 일산파밀리에2단지(현대),덕이동 1529,"경기도 고양시 일산서구 하이파크3로 111  (덕이동, 하이파크시티일산파밀리에2단지)  ",2007-10-23,"2011-03-31,2011-05-04",아파트,29,12,1208,031-932-7442,031-912-9199,279871.19,27
의무적,하이파크시티 일산파밀리에3단지(현대),덕이동 1534,경기도 고양시 일산서구 하이파크2로59번길 7  (덕이동)  ,2007-10-23,"2011-03-31,2011-05-04",아파트,29,5,432,031-932-4126,031-912-9115,98616.59,0
의무적,하이파크시티 일산파밀리에4단지(현대),덕이동 1535,"경기도 고양시 일산서구 하이파크3로 61  (덕이동, 하이파크시티일산파밀리에4단지)  ",2007-10-23,"2011-03-31,2011-05-04",아파트,29,17,1676,031-932-9365,031-912-9116,360658.31,34
의무적,하이파크시티 일산아이파크5단지(신동아),덕이동 1540,"경기도 고양시 일산서구 하이파크3로 62  (덕이동, 하이파크시티일산아이파크5단지) ",2007-10-23,"2011-01-14,2011-04-15",아파트,29,9,863,031-925-9040,031-925-9042,188671.9647,19
비의무,허스맨션,일산동 960-2,"경기도 고양시 일산서구 원일로 34  (일산동, 허스맨션)  ",1983-11-14,1984-08-09,주택,3,3,41,,,3134.52,0
비의무,현대성우오스타,일산동 2141,"경기도 고양시 일산서구 하늘마을로 184  (일산동, 현대성우오스타)  ",2009-03-13,2011-03-31,연립주택,4,9,124,031-977-9707,,29784.98,15
의무적,후곡마을1단지(대우벽산),일산동 1040,"경기도 고양시 일산서구 킨텍스로 456  (일산동, 후곡마을1단지아파트)  ",1993-03-29,1995-02-27,아파트,10월 18일,8,498,031-915-9409,031-922-4087,54438.369,14
의무적,후곡마을2단지(동양대창),일산동 1046,"경기도 고양시 일산서구 후곡로 55  (일산동, 후곡마을2단지아파트)  ",1993-03-29,1995-07-29,아파트,15-19,8,608,031-915-3182,031-815-3182,63200.433,16
의무적,후곡마을3단지(현대),일산동 1069,"경기도 고양시 일산서구 후곡로 60  (일산동, 후곡마을3단지아파트)  ",1992-07-01,1994-10-29,아파트,14-20,9,530,031-911-3117,031-914-1841,94285171,17
의무적,후곡마을4단지(금호한양),일산동 1066,"경기도 고양시 일산서구 후곡로 36  (일산동, 후곡마을4단지아파트)  ",1993-03-29,1995-04-25,아파트,14-21,8,752,031-915-8980,031-814-8980,76941.34,18
의무적,후곡마을5단지(영풍한진),일산동 1048,"경기도 고양시 일산서구 후곡로 35  (일산동, 후곡마을5단지아파트)  ",1993-03-29,1995-10-30,아파트,14-18,6,358,031-917-3373,031-917-3383,66606.76,12
의무적,후곡마을6단지(건영동부),일산동 1050,"경기도 고양시 일산서구 일산로 612  (일산동, 후곡마을6단지아파트)  ",1992-11-10,1994-12-17,아파트,10월 18일,10,676,031-914-5445,031-914-2182,72468.236,18
의무적,후곡마을7단지(동성),일산동 1055,"경기도 고양시 일산서구 킨텍스로 410  (일산동, 후곡마을7단지아파트)  ",1993-03-29,1995-04-24,아파트,10월 21일,12,802,031-915-1487,031-817-1487,85645.01,21
의무적,후곡마을8단지(동신),일산동 1057,"경기도 고양시 일산서구 후곡로 9  (일산동, 후곡마을8단지아파트)  ",1992-07-01,1994-08-30,아파트,12월 19일,9,434,031-911-2111,031-913-2210,79853.85,16
의무적,후곡마을9단지(럭키롯데),일산동 1058,"경기도 고양시 일산서구 후곡로 10  (일산동, 후곡마을9단지아파트)  ",1993-03-29,1995-10-06,아파트,15-23,12,936,031-911-4463,031-917-2666,99369.731,22
의무적,후곡마을10단지(동아),일산동 1074,"경기도 고양시 일산서구 강선로 187  (일산동, 후곡마을10단지아파트)  ",1992-09-01,1995-03-30,아파트,15-23,10,516,031-915-4250,031-917-4289,94840602,15
의무적,후곡마을11단지(삼호),일산동 1103,"경기도 고양시 일산서구 강선로 188  (일산동, 후곡마을11단지아파트)  ",1993-08-02,1995-09-18,아파트,15-20,10,836,031-917-2697,031-918-1821,"84,315.25",12
의무적,후곡마을12단지(주공),일산동 1107,"경기도 고양시 일산서구 경의로 605  (일산동, 후곡마을12단지아파트)  ",1992-11-10,1994-12-16,아파트,10월 15일,10,718,031-917-2697,031-918-1821,"70,733.88",12
의무적,후곡마을13단지(태영),일산동 1093,"경기도 고양시 일산서구 일산로 488  (일산동, 후곡마을13단지아파트)  ",1992-04-02,1994-05-30,아파트,14-19,6,420,031-911-5445,031-819-5445,46523.22,12
의무적,후곡마을14단지(청구),일산동 1101,"경기도 고양시 일산서구 강선로 164  (일산동, 후곡마을14단지아파트)  ",1992-04-10,1994-11-30,아파트,14-20,8,446,031-912-9644,031-914-4858,79888.63,14
의무적,후곡마을15단지(건영),일산동 1077,"경기도 고양시 일산서구 강선로 169  (일산동, 후곡마을15단지아파트)  ",1992-11-10,1995-10-25,아파트,15-23,10,766,031-913-3025,031-815-1890,69698.013,25
의무적,후곡마을16단지(동아코오롱),일산동 1086,"경기도 고양시 일산서구 강선로 141  (일산동, 후곡마을16단지아파트)  ",1992-11-10,1994-10-28,아파트,15-21,10,948,031-916-4037,031-916-4038,97214.065,22
의무적,후곡마을17단지(태영),일산동 1087,"경기도 고양시 일산서구 강선로 142  (일산동, 후곡마을17단지아파트)  ",1993-08-02,1995-11-22,아파트,10월 20일,10,557,031-914-2065,031-914-2066,95082.582,16
의무적,후곡마을18단지(현대),일산동 1090,"경기도 고양시 일산서구 일산로 487  (일산동, 후곡마을18단지아파트)  ",1992-11-10,1994-12-10,아파트,09월 20일,12,784,031-912-3373,031-911-6488,72671.952,22
의무적,일산에듀포레푸르지오(대우),탄현동 1650,"경기도 고양시 일산서구 탄현로 136  (탄현동, 일산에듀포레푸르지오)  ",2015-11-06,2018-10-16,아파트,19-25,16,1690,031-925-9434,031-925-9436,255465.0365,42
의무적,킨텍스 꿈에그린,대화동 2603번지 외1필지,"경기도 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린)",2015-03-30,2019-02-27,주상복합/아파트,49,6,1100,031-921-7922,031-921-7920,458789.651,50
